smiles	randomized_smiles
NC[C@H](NC(=O)C(=O)N1C[C@H]2[C@H]3CC[C@@H](O3)[C@H]2C1)C1CCCC1	C(=O)(N[C@@H](CN)C1CCCC1)C(=O)N1C[C@H]2[C@H]3CC[C@H]([C@H]2C1)O3
COCCn1nccc1C(=O)N1CCOC[C@@]2(CN(C(=O)c3cnc(Cl)c(Cl)c3)CCO2)C1	C1OCCN(C(c2ccnn2CCOC)=O)C[C@]12CN(C(=O)c1cc(Cl)c(Cl)nc1)CCO2
CC(C)(C)OC(=O)N[C@@H]1[C@H]2CC[C@H](C2)[C@@H]1C(=O)N1CC[C@H](CNC(=O)C(O)O)[C@H]1c1cccnc1	OC(O)C(=O)NC[C@H]1CCN(C(=O)[C@@H]2[C@H](NC(OC(C)(C)C)=O)[C@@H]3C[C@H]2CC3)[C@@H]1c1cccnc1
O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1ccc(N2CCCOC2=O)cc1)[C@@H]1Cc2ccccc2N1	c1cc(C(N2[C@@H]3CC[C@H]2C[C@@H](NC([C@H]2Nc4ccccc4C2)=O)C3)=O)ccc1N1C(=O)OCCC1
O=C(O)C12CNCC(C1)C2	C12(C(O)=O)CC(CNC1)C2
Cc1cccc(CS(=O)(=O)CCC(=O)N2CCC([C@@H]3CCCCO3)CC2)c1	O=S(CCC(N1CCC([C@H]2OCCCC2)CC1)=O)(=O)Cc1cccc(C)c1
CC(C)(C)OC(=O)N1CC=C(C(=O)N2CC[C@H]3CO[C@@H](CNC(=O)c4cncc(O)c4)[C@H]3C2)CC1	C([C@@H]1OC[C@@H]2CCN(C(=O)C3=CCN(C(=O)OC(C)(C)C)CC3)C[C@H]12)NC(=O)c1cncc(O)c1
Cc1cc(-c2nc(C3CCNCC3)no2)n(C)n1	Cn1c(-c2nc(C3CCNCC3)no2)cc(C)n1
COC[C@H](C)CNC(=O)NC(C)C	C(OC)[C@H](C)CNC(NC(C)C)=O
O=C(NC[C@@H]1OC[C@@H]2CCN(C(=O)Cn3ccc4c(F)cccc43)C[C@@H]21)[C@@H]1C[C@@H]1c1ccc(F)cc1	C1N(C(Cn2ccc3c(F)cccc32)=O)CC[C@H]2CO[C@@H](CNC([C@@H]3C[C@@H]3c3ccc(F)cc3)=O)[C@@H]12
CN1Cc2ccccc2C[C@@H]1C(=O)N1CC[C@@H](CNC(=O)c2cc3ccsc3[nH]2)[C@H]1c1cccnc1	C1c2c(cccc2)C[C@H](C(N2CC[C@@H](CNC(c3cc4ccsc4[nH]3)=O)[C@H]2c2cnccc2)=O)N1C
CC(C)n1cnc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)[C@@H](C)NC(=O)c2ccccc2)C3)n1	O=C(N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(c1nn(C(C)C)cn1)=O)[C@H](NC(c1ccccc1)=O)C
CN(CCCNC(=O)c1cccs1)Cc1cc(C2CC2)no1	c1(C2CC2)cc(CN(C)CCCNC(=O)c2sccc2)on1
O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)[C@H]1COc3ccccc3O1)C2)c1ccn(-c2ccccc2)n1	c1c2c(ccc1)OC[C@H](C(=O)N1C[C@H]3[C@@H](NC(=O)c4nn(-c5ccccc5)cc4)[C@H](COC3)C1)O2
Cc1ccc(NC(=O)COc2c(/C=N/n3c(-c4ccccc4)nc4ccccc4c3=O)cc(Br)cc2[N+](=O)[O-])cc1	N(\n1c(-c2ccccc2)nc2ccccc2c1=O)=C/c1cc(Br)cc([N+]([O-])=O)c1OCC(Nc1ccc(C)cc1)=O
C=CC[C@H](C(=C)C)C(=O)NC[C@@]12CCCO[C@@H]1CCN(C(=O)/C=N/O[C@H]1CCCCO1)C2	O=C(/C=N/O[C@H]1CCCCO1)N1CC[C@@H]2[C@](CNC([C@@H](C(=C)C)CC=C)=O)(C1)CCCO2
COC(=O)C1(C)CCC(C(=O)N[C@@H]2COCCC23OCCO3)CC1	[C@@H]1(NC(C2CCC(C(=O)OC)(C)CC2)=O)COCCC12OCCO2
CC(C)(C)OC(=O)N1CC[C@@]2(C[C@H]2C(=O)N2CCCC23CN(C(=O)Cc2cccc([N+](=O)[O-])c2)C3)C1	C(=O)(N1CC2(N(C(=O)[C@H]3[C@@]4(C3)CCN(C(OC(C)(C)C)=O)C4)CCC2)C1)Cc1cccc([N+]([O-])=O)c1
Cc1ccc([C@H](NC(=O)Nc2ccc(OC(F)F)cc2OC(F)F)c2ccccn2)cc1	C(N[C@H](c1ncccc1)c1ccc(C)cc1)(Nc1c(OC(F)F)cc(OC(F)F)cc1)=O
Cn1cc(CNCc2cnn3ccccc23)cc1C#N	c1c(CNCc2cn(C)c(C#N)c2)c2n(n1)cccc2
CCNC(=O)N[C@H](C)C(=O)N1CCCC[C@@H]1c1cc(NC(=O)/C=C/c2ccsc2)n[nH]1	c1(NC(/C=C/c2cscc2)=O)cc([C@@H]2N(C([C@@H](C)NC(NCC)=O)=O)CCCC2)[nH]n1
c1coc(CSCCCN2CCOCC2)c1	c1cc(CSCCCN2CCOCC2)oc1
Cn1ncc(C(=O)N2CC(OC3CCN(C(=O)[C@@H]4C[C@@H]5O[C@H]4[C@H]4C[C@@H]54)CC3)C2)n1	[C@H]1(C(=O)N2CCC(OC3CN(C(=O)c4nn(C)nc4)C3)CC2)[C@@H]2[C@H]3C[C@H]3[C@@H](O2)C1
CC(C)(C)n1ncc(C(=O)Nc2cc([C@H]3CCCCN3C(=O)c3ccc(CO)o3)[nH]n2)c1Cl	C1CCCN(C(=O)c2ccc(CO)o2)[C@H]1c1[nH]nc(NC(=O)c2cnn(C(C)(C)C)c2Cl)c1
C/C(=C\c1ccc(C)o1)C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)[C@@H]1C[C@@H]1c1ccc(F)cc1	Cc1ccc(/C=C(\C)C(=O)N2C[C@H]3[C@@H](NC([C@@H]4C[C@@H]4c4ccc(F)cc4)=O)[C@H](COC3)C2)o1
CC[C@H](F)C(=O)N1CC[C@H]2CC[C@@H](C1)N2CCc1ccc(C)cc1	c1c(CCN2[C@H]3CC[C@@H]2CCN(C(=O)[C@@H](F)CC)C3)ccc(C)c1
COCCCC(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)[C@@]3(C)CCN(C(=O)OC(C)(C)C)C[C@H]3O)C[C@@H]21	O(C(C)(C)C)C(N1CC[C@](C)(C(=O)N2C[C@H]3[C@H](CO[C@H]3CNC(CCCOC)=O)CC2)[C@H](O)C1)=O
CC(C)(C)OC(=O)NC[C@H](C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)c3ccc[nH]3)C[C@@H]21)c1ccccc1	C(=O)(NC[C@@H]1OC[C@H]2[C@@H]1CN(C(=O)c1ccc[nH]1)CC2)[C@H](c1ccccc1)CNC(=O)OC(C)(C)C
CO[C@@H](C(=O)NCc1cccc(S(=O)(=O)N(C)C)c1)c1ccccc1Br	Brc1ccccc1[C@H](C(=O)NCc1cc(S(=O)(N(C)C)=O)ccc1)OC
CCC(C)(C)Cn1c(CCOc2ccccc2)nnc1N1C[C@H](C)[C@H](NC(=O)OC(C)(C)C)C1	C(C(C)(Cn1c(CCOc2ccccc2)nnc1N1C[C@H](C)[C@H](NC(OC(C)(C)C)=O)C1)C)C
Cc1ccc(C(=O)NC[C@@H](C)NC(=O)[C@@H](F)Cc2ccccc2)nn1	[C@@H](CNC(=O)c1nnc(C)cc1)(NC(=O)[C@H](Cc1ccccc1)F)C
CCc1oncc1C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)c3cn4c(C(F)(F)F)cccc4n3)[C@H]2C1	c1noc(CC)c1C(N1C[C@H]2[C@H](CO[C@H]2CNC(c2cn3c(cccc3C(F)(F)F)n2)=O)CC1)=O
O=C(NC[C@@]12CCCO[C@@H]1CCN(C(=O)/C=C/c1ccccc1[N+](=O)[O-])C2)c1nccc2nc[nH]c12	c1c(/C=C/C(N2CC[C@H]3OCCC[C@@]3(CNC(c3nccc4nc[nH]c34)=O)C2)=O)c([N+]([O-])=O)ccc1
Cc1ccc(OCCNC(=O)[C@@H](C)Oc2ccccc2C(C)C)cc1C	C[C@H](C(=O)NCCOc1cc(C)c(C)cc1)Oc1c(C(C)C)cccc1
Cc1cccc2c1[C@@H](C)C[C@H]2CC(=O)OCc1nonc1C	C(c1nonc1C)OC(=O)C[C@H]1c2c(c(C)ccc2)[C@@H](C)C1
CCN(CCOC)Cc1ccco1	N(Cc1ccco1)(CCOC)CC
COc1ccc(CN(C(=O)[C@@]2(c3ccccc3)CCC(=O)NC2)[C@@H](C)C2CC2)c(OC)c1	C1(=O)CC[C@](c2ccccc2)(C(N([C@@H](C)C2CC2)Cc2ccc(OC)cc2OC)=O)CN1
CCC[C@@H](N)C(=O)NCc1ccccc1NCCOC	C(NC([C@H](N)CCC)=O)c1ccccc1NCCOC
CC[C@H](F)CN[C@@H]1CCN(C(=O)CC2(c3ccccc3)CC2)C1	C1CC1(c1ccccc1)CC(N1CC[C@@H](NC[C@H](CC)F)C1)=O
CCc1c(NC(=O)N2C[C@@H](NC(=O)OC(C)(C)C)C[C@H]2C)cnn1-c1ccccc1C	c1(-n2c(CC)c(NC(N3[C@H](C)C[C@H](NC(OC(C)(C)C)=O)C3)=O)cn2)c(C)cccc1
COC(=O)[C@@H]1Cc2c[nH]c3cccc(c23)N=CC(=O)N[C@H](C(=O)OC)Cc2c[nH]c3cccc(c23)N=CC(=O)N1	N1[C@H](C(=O)OC)Cc2c3c([nH]c2)cccc3N=CC(=O)N[C@H](C(=O)OC)Cc2c[nH]c3cccc(c23)N=CC1=O
C[C@@H]1C[C@@H](NC(=O)N2CCC(CNC(=O)c3cnn(C)c3)CC2)C(=O)N1c1ccccc1	C1[C@@H](NC(=O)N2CCC(CNC(c3cnn(C)c3)=O)CC2)C(=O)N(c2ccccc2)[C@@H]1C
Cc1nc(C(=O)N2CC[C@H]3CO[C@@H](CNC(=O)c4ccnc(OCC(C)C)c4)[C@H]3C2)c(=O)[nH]c1C	C(C(C)C)Oc1nccc(C(=O)NC[C@@H]2OC[C@H]3[C@@H]2CN(C(c2c(=O)[nH]c(C)c(C)n2)=O)CC3)c1
COc1ccc(C(=O)Nc2ccn(-c3ncccc3F)n2)cc1OC1CCCC1	c1cc(F)c(-n2nc(NC(c3ccc(OC)c(OC4CCCC4)c3)=O)cc2)nc1
CCOC(=O)CCC(=O)NCCOC(C)C	C(CC(=O)OCC)C(=O)NCCOC(C)C
CC[C@@H](NC(C)=O)C(=O)NCC1CC(NCc2ccc(F)cc2)C1	C1(NCc2ccc(F)cc2)CC(CNC(=O)[C@H](NC(=O)C)CC)C1
CCNC[C@@H]1CCC[C@@H]1NC(=O)Cc1c(C)cccc1C	[C@H]1(NC(=O)Cc2c(C)cccc2C)CCC[C@H]1CNCC
Cn1nc2c(c1C(=O)NC[C@@]13CCCO[C@@H]1CCN(C(=O)c1ccc4c[nH]nc4c1)C3)CCC2	c1cc(C(=O)N2CC[C@H]3OCCC[C@@]3(CNC(c3n(C)nc4c3CCC4)=O)C2)cc2n[nH]cc12
O=C(CCCOc1ccc2c(c1)CCCC2)NCc1cccnc1O	O=C(NCc1cccnc1O)CCCOc1cc2c(cc1)CCCC2
COC(=O)c1ccccc1CS(=O)(=O)NCc1nc(CO)cs1	c1(CS(=O)(=O)NCc2scc(CO)n2)ccccc1C(OC)=O
CN(C)C(=O)CN1[C@H]2CC[C@H]1CC(NC(=O)N[C@H](c1ccccc1)c1ccccn1)C2	CN(C)C(=O)CN1[C@@H]2CC(NC(=O)N[C@H](c3ccccc3)c3ncccc3)C[C@@H]1CC2
CNS(=O)(=O)CC(=O)N[C@H]1CCc2cc(C)ccc21	C1C[C@H](NC(CS(=O)(NC)=O)=O)c2ccc(C)cc21
Cc1ccc(Cn2cccc(NC(=O)N[C@H](C)c3ccccc3C)c2=O)cc1	c1cccc(C)c1[C@@H](C)NC(Nc1cccn(Cc2ccc(C)cc2)c1=O)=O
Cn1cccc1C(=O)C(=O)N1CCC(OC2CCN(C(=O)c3cccc4ccoc34)CC2)CC1	c1c2c(oc1)c(C(N1CCC(OC3CCN(C(=O)C(=O)c4cccn4C)CC3)CC1)=O)ccc2
CCc1nc(CSCc2cccc(Cl)n2)no1	n1oc(CC)nc1CSCc1cccc(Cl)n1
C[C@@H]1c2ccsc2CCN1Cc1cnnn1C	c1sc2c(c1)[C@@H](C)N(Cc1n(C)nnc1)CC2
CCn1ccnc1CN1CCC[C@](C)(C#N)C1	C(C)n1ccnc1CN1C[C@](C#N)(C)CCC1
COc1ccc(CC(=O)NC[C@H]2CCN(C(=O)Cn3cccn3)[C@@H]2c2cccnc2)cc1O	C(NC(Cc1ccc(OC)c(O)c1)=O)[C@@H]1[C@@H](c2cnccc2)N(C(=O)Cn2cccn2)CC1
CO[C@H](C)COC(=O)c1cc(Cl)nc2ccccc12	c1ccc2nc(Cl)cc(C(OC[C@H](OC)C)=O)c2c1
CO[C@H](C)c1noc(CCC(=O)NC[C@@]2(C)CCO[C@H]2C2CC2)n1	C1C[C@](C)(CNC(CCc2onc([C@@H](C)OC)n2)=O)[C@H](C2CC2)O1
O=[N+]([O-])c1cc2c(cc1S(=O)(=O)Nc1ccccc1-c1n[nH]c(C3CC3)n1)OCCO2	[N+](c1cc2c(cc1S(=O)(Nc1c(-c3n[nH]c(C4CC4)n3)cccc1)=O)OCCO2)([O-])=O
Cc1ccc(C(=O)NC[C@@H]2CCN(C(=O)[C@H](C)NC(=O)c3cnccn3)[C@H]2c2cccnc2)cc1	n1ccnc(C(N[C@H](C(N2[C@@H](c3cccnc3)[C@H](CNC(c3ccc(C)cc3)=O)CC2)=O)C)=O)c1
Cc1ccnc(N2CC=C(CNC(=O)C3=COCCC3)CC2)n1	N1(c2nccc(C)n2)CC=C(CNC(C2=COCCC2)=O)CC1
COc1ccc2c(CC(=O)N3[C@H]4CC[C@@H]3C[C@H](NC(=O)c3cc(C)c(C(=O)O)c(C)c3)C4)c[nH]c2c1	O(c1cc2c(c(CC(N3[C@H]4CC[C@@H]3C[C@H](NC(c3cc(C)c(C(=O)O)c(C)c3)=O)C4)=O)c[nH]2)cc1)C
Cc1cccn2cc(C(=O)N[C@@H]3CN(C(=O)c4ccon4)C[C@@H]3O)cc12	c1(C(=O)N2C[C@H](O)[C@H](NC(=O)c3cc4n(cccc4C)c3)C2)ccon1
COc1ccc([C@@H]2C[C@@H]2C(=O)NC[C@@H]2OC[C@@H]3CCN(C(=O)c4ccc(C)c(Cl)c4)C[C@@H]32)cc1	O=C(N1C[C@H]2[C@@H](CC1)CO[C@H]2CNC([C@@H]1[C@H](c2ccc(OC)cc2)C1)=O)c1cc(Cl)c(C)cc1
C[C@@H]1CC[C@H](NC(=O)c2ccc3c(c2)OCCCO3)CN1CC#N	[C@H]1(C)N(CC#N)C[C@@H](NC(c2cc3c(cc2)OCCCO3)=O)CC1
CC(C)(C)OC(=O)N[C@]1(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)[C@]2(C)CC2(F)F)CCOC1	C[C@]1(C(=O)N[C@H]2[C@@H]3COC[C@H]2CN(C([C@@]2(NC(OC(C)(C)C)=O)CCOC2)=O)C3)C(F)(F)C1
CC(C)(C)OC(=O)NC1(CNC2CCC(O)CC2)CCCC1	OC1CCC(NCC2(NC(OC(C)(C)C)=O)CCCC2)CC1
CCOc1ccc([C@@H](N[C@@H](C)COC)C(C)C)cc1OCC	N([C@H](COC)C)[C@@H](C(C)C)c1cc(OCC)c(OCC)cc1
COc1ccccc1N(C)C(=O)[C@H]1CC(=O)N1	CN(c1ccccc1OC)C(=O)[C@H]1CC(=O)N1
Cc1ccc2[nH]c(C(=O)NC[C@@H]3OC[C@@H]4CCN(C(=O)[C@@H](N)Cc5cccnc5)C[C@@H]43)cc2c1	c1(C)ccc2c(cc(C(=O)NC[C@H]3[C@@H]4[C@@H](CCN(C([C@@H](N)Cc5cnccc5)=O)C4)CO3)[nH]2)c1
C[C@@]1(CNS(=O)(=O)CCc2cccs2)OCCc2sccc21	c1sc(CCS(NC[C@@]2(C)c3c(scc3)CCO2)(=O)=O)cc1
C[C@@H]1[C@@H](NC(=O)C[S@](=O)Cc2csc(COc3ccc(Cl)cc3)n2)CCC[C@H]1C	c1c(C[S@](CC(N[C@@H]2[C@@H](C)[C@H](C)CCC2)=O)=O)nc(COc2ccc(Cl)cc2)s1
CCCc1occc1C(=O)NCCNCC(=O)NCCC(C)(C)C	O=C(NCCNCC(NCCC(C)(C)C)=O)c1ccoc1CCC
COC(=O)NCCc1ccc(S(=O)(=O)N[C@@H]2C[C@@H](C)C[C@H](c3ccccc3)C2)s1	O(C(NCCc1ccc(S(=O)(N[C@H]2C[C@@H](c3ccccc3)C[C@H](C)C2)=O)s1)=O)C
O=C(NCC1(CO)CCOCC1)C(=O)Nc1ccn(Cc2ccccn2)n1	c1cccc(Cn2ccc(NC(C(NCC3(CO)CCOCC3)=O)=O)n2)n1
Cc1nn(C)c(C)c1CC(=O)N1[C@H]2CC[C@@H]1C[C@H]2NC(=O)[C@H]1OCC[C@H]1C(C)C	O1CC[C@@H](C(C)C)[C@H]1C(=O)N[C@@H]1C[C@H]2CC[C@@H]1N2C(Cc1c(C)nn(C)c1C)=O
Cc1ncoc1C(=O)N(C)C1CCN([C@H](C)c2cccc(F)c2)CC1	Fc1cccc([C@@H](C)N2CCC(N(C(=O)c3ocnc3C)C)CC2)c1
C=CCCOCC(=O)NCCOCCF	C(COCCC=C)(=O)NCCOCCF
CCOCCC(=O)N1CC[C@H](CNC(=O)c2c(C(F)(F)F)coc2C)[C@H]1c1cccnc1	C(F)(F)(c1coc(C)c1C(=O)NC[C@H]1CCN(C(CCOCC)=O)[C@@H]1c1cnccc1)F
O=C(CNC(=O)c1cccnc1)NC1CCN(C2CCN(C(=O)c3ccc4c(c3)COC4)CC2)CC1	c1(C(=O)N2CCC(N3CCC(NC(=O)CNC(c4cnccc4)=O)CC3)CC2)cc2c(cc1)COC2
C[C@H](C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)c3n[nH]c4ccccc34)[C@H]2C1)[C@@H]1SC(=N)NC1=O	c1cccc2[nH]nc(C(=O)NC[C@@H]3OC[C@H]4[C@@H]3CN(C([C@H]([C@@H]3SC(=N)NC3=O)C)=O)CC4)c12
C=CCCO[C@@H](C)C(=O)NCCCCCCNc1nccnc1C#N	C(CCCNC([C@H](C)OCCC=C)=O)CCNc1c(C#N)nccn1
CC[C@H](N[C@@H](CO)[C@H](C)c1ccccc1)c1ccc(C(=O)OC)cc1	c1cc([C@@H](N[C@H]([C@@H](c2ccccc2)C)CO)CC)ccc1C(OC)=O
O=C(Cc1ccoc1)N[C@@H]1CN(C(=O)CCCn2cccn2)C[C@@H]1O	c1c(CC(N[C@H]2[C@@H](O)CN(C(CCCn3nccc3)=O)C2)=O)cco1
CCOc1ncc(Cl)cc1C(=O)N1CCCC[C@H]1c1cc(NC(=O)[C@@H]2CCC(F)(F)C2)n[nH]1	[C@H]1(c2cc(NC(=O)[C@@H]3CCC(F)(F)C3)n[nH]2)N(C(c2c(OCC)ncc(Cl)c2)=O)CCCC1
O=C(CCc1nccs1)N1CC[C@@H]2CN(C(=O)c3cnon3)[C@@H]2C1	C1N(C(CCc2sccn2)=O)C[C@H]2N(C(c3nonc3)=O)C[C@H]2C1
CCn1nccc1CN(CCO)C(=O)/C=C\c1ccc(C(N)=O)cc1	NC(=O)c1ccc(/C=C\C(N(Cc2n(CC)ncc2)CCO)=O)cc1
C=CCC(CC=C)C(=O)N1C[C@H](C)Sc2ccccc21	c1ccc2c(c1)N(C(C(CC=C)CC=C)=O)C[C@H](C)S2
CC[C@@H]1CCC[C@@H](O)CC1	C1C[C@H](O)CCC[C@H]1CC
CC[C@@H]1CN(c2nc3cc(Cl)ccn3c2C#N)CCO1	c1(Cl)cc2n(c(C#N)c(N3C[C@@H](CC)OCC3)n2)cc1
O=C([C@@H]1[C@@H]2C=CS[C@@H]12)N1CCC([C@H]2CCCCN2C(=O)/C=C/c2cc(F)c(F)c(F)c2)CC1	C(=C/c1cc(F)c(F)c(F)c1)\C(=O)N1CCCC[C@@H]1C1CCN(C([C@@H]2[C@@H]3C=CS[C@H]32)=O)CC1
Cc1cc(C)n(Cc2nnc(N(C)CC(C)(C)C)n2CCc2ccn(C)n2)n1	N(C)(c1n(CCc2nn(C)cc2)c(Cn2nc(C)cc2C)nn1)CC(C)(C)C
N#Cc1ccc(Oc2cccc(NC(=O)[C@H](O)[C@H](O)c3nc4ccccc4[nH]3)c2)cc1	c12ccccc1[nH]c([C@H]([C@@H](O)C(Nc1cc(Oc3ccc(C#N)cc3)ccc1)=O)O)n2
COC(=O)c1ccccc1CCC(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)/C=C/c1ccc(O)c(O)c1O)C2	N([C@@H]1C[C@H]2N(C(=O)CCc3ccccc3C(=O)OC)[C@H](CC2)C1)C(/C=C/c1ccc(O)c(O)c1O)=O
C=CC[C@@H](CC)NC(=O)Nc1nc(C(C)C)no1	O=C(Nc1nc(C(C)C)no1)N[C@@H](CC=C)CC
CCC[C@@H](NC(C)=O)C(=O)N1CCCC[C@H]1c1cc(NC(=O)c2ccc(F)c(C)n2)n[nH]1	N1(C(=O)[C@@H](CCC)NC(=O)C)CCCC[C@H]1c1[nH]nc(NC(c2nc(C)c(F)cc2)=O)c1
COC1(C(=O)NCCC(C)(C)C2CC2)CCC1	C1CCC1(OC)C(=O)NCCC(C)(C)C1CC1
Cc1cc(C(F)(F)F)c(Nc2ccc(OCC(C)(C)O)cc2)nn1	c1cc(Nc2nnc(C)cc2C(F)(F)F)ccc1OCC(C)(C)O
O=C(N[C@@H]1CCCSC1)[C@H]1CCCSC1	[C@@H]1(C(=O)N[C@H]2CSCCC2)CSCCC1
CC(C)C[C@H]1CCN(C(=O)NCC2CC2)C1	C(C(C)C)[C@@H]1CN(C(NCC2CC2)=O)CC1
C[C@H](C1CC1)N(C(=O)COC(=O)[C@@H]1CCCCN1S(C)(=O)=O)C1CC1	C[C@H](C1CC1)N(C1CC1)C(COC(=O)[C@@H]1CCCCN1S(=O)(=O)C)=O
Cc1cc(NC(=O)C(=O)N2CCC[C@H]2c2nc3ccccc3s2)nn1[C@@H](C)C1CC1	C1([C@H](C)n2nc(NC(=O)C(N3[C@H](c4sc5ccccc5n4)CCC3)=O)cc2C)CC1
Cc1oncc1C(=O)N1C[C@@H]2COC[C@H](C1)[C@@H]2NC(=O)C1(CNC(=O)OC(C)(C)C)CCOCC1	C1C(CNC(=O)OC(C)(C)C)(C(N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)c2c(C)onc2)C3)=O)CCOC1
O=C([C@H]1CCc2nnc(-c3ccccc3)n2C1)N1CC[C@@H]2CCCC[C@@H]21	O=C([C@H]1CCc2nnc(-c3ccccc3)n2C1)N1[C@@H]2[C@@H](CCCC2)CC1
COc1ccc(Cl)c(NC(=O)C(=O)NC2CCN(S(=O)(=O)C(C)(C)C)CC2)c1	N1(S(=O)(=O)C(C)(C)C)CCC(NC(=O)C(Nc2cc(OC)ccc2Cl)=O)CC1
CCCCN1CCC[C@@H](CNC(=O)[C@H](C)NC(=O)c2ccco2)C1	O=C(N[C@@H](C)C(=O)NC[C@@H]1CCCN(CCCC)C1)c1ccco1
CC[C@H](C)N(CC)C(=O)C(=O)N1CC[C@H](OC(=O)N(C)C)C1	C1[C@@H](OC(N(C)C)=O)CCN1C(C(N(CC)[C@H](CC)C)=O)=O
C[C@@H](CCCCN[C@@H](C)C(N)=O)NC(=O)c1ccc2cnccc2c1	NC(=O)[C@@H](NCCCC[C@H](C)NC(c1ccc2cnccc2c1)=O)C
Cc1nc2ccccc2n1CCNC(=O)NCCc1ccc(I)s1	C(NC(=O)NCCn1c(C)nc2ccccc12)Cc1ccc(I)s1
CC[C@H](COC)NS(=O)(=O)c1cccc(C#N)c1	c1ccc(C#N)cc1S(=O)(N[C@H](CC)COC)=O
CCn1cncc1COC(=O)CCc1cccs1	CCn1c(COC(=O)CCc2sccc2)cnc1
Cc1cc(C(=O)N[C@H]2CC(=O)N(c3ccccc3F)C2)cc(C(=O)OC(C)(C)C)c1	O=C1N(c2c(F)cccc2)C[C@@H](NC(=O)c2cc(C)cc(C(OC(C)(C)C)=O)c2)C1
Cc1c(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)Cc2c[nH]c3ccccc23)cn2[nH]cnc(=O)c12	[nH]1n2c(c(C)c(C(N3C[C@H]4[C@@H](NC(=O)Cc5c[nH]c6ccccc56)[C@H](COC4)C3)=O)c2)c(=O)nc1
C[C@@H]1CCC[C@H]1C(=O)N1CCO[C@]2(CCN(C(=O)c3ccc(S(C)(=O)=O)c(F)c3)C2)C1	C1C[C@@H](C)[C@H](C(N2CCO[C@]3(CCN(C(c4ccc(S(=O)(C)=O)c(F)c4)=O)C3)C2)=O)C1
CCOCc1nnc(N2CC[C@@H](CN3CCOCC3)C2)n1C[C@@]1(O)CCN(C)C1	C1C[C@@](Cn2c(N3C[C@H](CN4CCOCC4)CC3)nnc2COCC)(O)CN1C
N#Cc1cc[nH]c1NC(=O)C1=Cc2cccn2C1=O	[nH]1c(NC(=O)C2=Cc3cccn3C2=O)c(C#N)cc1
COc1ccc(F)c(C(=O)N2C[C@@H]3COC[C@H](C2)[C@@H]3NC(=O)CC2CCC2)c1	O1C[C@H]2[C@H](NC(=O)CC3CCC3)[C@H](CN(C(c3c(F)ccc(OC)c3)=O)C2)C1
CCOCCCNC(=O)[C@H](C)N1[C@H]2CC[C@@H]1C[C@H]2NC(=O)c1ccccc1	c1ccccc1C(=O)N[C@H]1[C@H]2N([C@@H](C)C(=O)NCCCOCC)[C@H](CC2)C1
CCC[C@@H]1CCCCN1CCC#N	C(CC#N)N1[C@H](CCC)CCCC1
CC[C@@H]1OCC[C@H]1C(=O)NC[C@H]1C[C@H](NCc2ccc3c(c2)COC3)C1	O1Cc2cc(CN[C@H]3C[C@H](CNC([C@@H]4CCO[C@H]4CC)=O)C3)ccc2C1
CCN(CCCN(CC)CC(F)(F)F)CCNC(=O)OC(C)(C)C	C(CCN(CC)CC(F)(F)F)N(CCNC(OC(C)(C)C)=O)CC
C=CCCC(C)(C)C(=O)N1CC[C@H]2[C@@H]1CCN2C(=O)[C@@H]1C[C@@H](C)CN(C(=O)OCc2ccccc2)C1	CC(CCC=C)(C)C(=O)N1CC[C@H]2[C@@H]1CCN2C(=O)[C@H]1CN(C(=O)OCc2ccccc2)C[C@H](C)C1
C[C@@H](NCC1(CCO)CCCC1)c1ccc(Cl)cc1O	c1(O)c([C@H](NCC2(CCO)CCCC2)C)ccc(Cl)c1
C[C@@H](C(=O)N1CCCCCC1)N(C)CCNC(=O)c1ccnn1C	C1CCCCN(C(=O)[C@H](C)N(C)CCNC(=O)c2ccnn2C)C1
CCOCc1nc(Cl)cc(N2CC3(CCCC3)OC[C@@H]2C)n1	C1[C@H](C)N(c2cc(Cl)nc(COCC)n2)CC2(O1)CCCC2
COCC(=O)NC[C@H]1CCN(C(=O)c2cccc(NC(C)=O)c2)[C@H]1c1cccnc1	C(=O)(C)Nc1cccc(C(N2[C@@H](c3cnccc3)[C@@H](CNC(=O)COC)CC2)=O)c1
COc1ccc(C2(NC(=O)c3cc(-c4ccccn4)no3)CCOCC2)cc1	c1ccc(-c2noc(C(NC3(c4ccc(OC)cc4)CCOCC3)=O)c2)nc1
